,종목코드,회사명,결산월,결산년도,유동비율,당좌비율,부채비율,자기자본비율,차입금의존도,현금비율,순운전자본비율,자기자본이익률,총자산이익률,매출총이익률,영업이익률,매출액성장률,자산성장률,자기자본성장률,매출총이익성장률,총자산회전율,매출채권회전율,재고자산회전율,순운전자본회전율,총부채상환능력비율,label
2783,[076610],해성옵틱스,12,2016,120.81,96.57,60.82,39.18,155.26,3.15,11.39,0.0,0.0,3.28,0.77,28.37,16.78,3.46,-25.15,48.64,inf,415.71,1039.16,2.42,0
2784,[101530],해태제과식품,12,2016,54.92,41.48,64.08,35.92,178.36,3.48,-20.44,2.38,0.7,38.8,3.9,-1.83,5.9,69.33,-7.07,25.86,inf,420.42,-394.4,6.78,0
2785,[220180],핸디소프트,12,2016,328.45,289.17,31.09,68.91,45.12,192.69,49.71,1.03,0.67,31.35,5.3,-11.23,32.83,52.97,1.64,20.93,inf,205.29,116.44,-2.21,0
2786,[143210],핸즈코퍼레이션,12,2016,136.49,85.12,52.32,47.68,109.71,27.23,15.58,0.0,0.0,11.84,4.18,-7.16,-0.02,61.75,-8.69,28.06,inf,129.42,825.0,20.95,0
2787,[008800],행남생활건강,12,2016,158.78,96.51,62.53,37.47,166.9,1.32,22.41,-21.97,-10.81,,,,5.58,-35.79,,0.0,,0.0,0.0,0.0,1
2788,[000720],현대건설,12,2016,169.99,156.12,56.69,43.31,130.91,26.19,29.11,0.0,0.0,9.32,5.34,3.03,1.07,6.6,12.73,21.99,inf,353.21,208.42,8.46,0
2789,[170030],현대공업,12,2016,181.09,164.74,29.93,70.07,42.72,16.8,22.96,4.52,3.18,inf,inf,,18.92,17.97,9.35,0.0,0.0,0.0,0.0,29.14,0
2790,[005440],현대그린푸드,12,2016,269.51,227.04,18.81,81.19,23.17,12.02,17.24,1.16,0.94,inf,inf,,0.09,0.86,5.01,0.0,0.0,0.0,0.0,33.19,0
2791,[086280],현대글로비스,12,2016,134.49,103.93,55.04,44.96,122.43,10.55,11.2,3.51,1.53,,,,3.58,9.78,,0.0,,0.0,0.0,0.0,0
2792,[064350],현대로템,12,2016,183.92,174.94,66.01,33.99,194.2,36.7,30.8,0.0,0.0,9.56,3.2,-12.16,-12.87,1.47,-744.94,15.69,inf,401.47,139.14,23.47,0
2793,[079430],현대리바트,12,2016,206.24,151.54,33.29,66.71,49.9,16.95,30.93,3.34,2.21,inf,inf,,11.81,13.74,6.84,0.0,0.0,0.0,0.0,2.79,0
2794,[012330],현대모비스,12,2016,258.42,234.47,18.85,81.15,23.23,22.7,27.06,0.0,0.0,,,,8.43,9.61,,0.0,,0.0,0.0,37.05,0
2795,[010620],현대미포조선,12,2016,98.65,92.01,54.11,45.89,117.9,32.49,-0.61,0.52,0.22,0.0,4.76,-7.01,1.9,27.93,,18.45,inf,481.25,-4910.43,0.0,0
2796,[069960],현대백화점,12,2016,81.61,76.6,34.87,65.13,53.53,1.3,-4.1,0.0,0.0,,,,7.29,6.45,,0.0,,0.0,-0.0,18.39,0
2797,[004560],현대비앤지스틸,12,2016,228.46,146.57,38.84,61.16,63.51,36.4,31.13,0.0,0.0,10.84,5.52,-4.09,-2.28,7.03,45.66,28.75,inf,142.22,277.51,32.81,0
2798,[null],현대스틸산업,12,2016,269.33,250.42,26.0,74.0,35.14,25.81,24.41,0.0,0.0,5.38,1.88,-21.87,-9.98,1.22,-26.09,16.03,inf,491.07,179.35,26.26,1
2799,[227840],현대씨앤에프,12,2016,447.46,285.62,10.88,89.12,12.2,262.61,37.7,0.0,0.0,,,,1.3,-2.43,,0.0,0.0,0.0,0.0,35.59,1
2800,[004310],현대약품,11,2016,185.12,141.46,33.52,66.48,50.42,19.36,25.17,0.31,0.21,39.27,1.94,9.28,2.74,-4.17,11.49,20.2,inf,157.95,209.32,-5.44,0
2801,[017800],현대엘리베이터,12,2016,157.3,154.18,45.47,54.53,83.38,68.01,18.88,0.0,0.0,21.27,12.58,12.84,0.37,9.56,18.81,25.74,inf,2520.46,341.15,0.0,0
2802,[011210],현대위아,12,2016,208.05,171.48,47.37,52.63,90.01,42.99,27.64,0.0,0.0,7.05,3.47,-7.54,-0.49,4.47,-33.01,29.97,inf,300.89,293.84,18.12,0
2803,[005380],현대자동차,12,2016,215.67,196.61,25.02,74.98,33.38,0.79,18.59,0.0,0.0,,,,4.12,5.84,,0.0,,0.0,0.0,28.48,0
2804,[004020],현대제철,12,2016,89.68,44.48,47.34,52.66,89.88,10.98,-1.96,0.0,0.0,15.09,8.89,-0.71,1.66,5.42,-7.33,11.87,inf,140.21,-1648.99,19.39,0
2805,[057050],현대홈쇼핑,12,2016,230.74,224.98,24.01,75.99,31.59,1.16,31.26,2.02,1.59,90.94,13.76,7.92,13.23,5.88,6.56,14.76,inf,1038.0,119.4,31.07,0
2806,[092300],현우산업,12,2016,91.13,62.65,49.95,50.05,99.79,35.05,-3.44,1.2,0.58,inf,inf,,3.15,10.25,26.0,0.0,,0.0,-0.0,30.07,0
2807,[011080],형지I&C,12,2016,152.23,37.91,50.3,49.7,101.22,4.72,22.13,-2.12,-1.0,inf,inf,,-2.37,7.44,2.08,0.0,0.0,0.0,0.0,-3.44,0
2808,[093240],형지엘리트,6,2016,119.14,101.34,52.18,47.82,109.1,1.51,9.77,0.68,0.33,inf,inf,,8.45,8.02,-11.95,0.0,0.0,0.0,0.0,-3.15,0
2809,[003010],혜인,12,2016,90.64,28.64,60.04,39.96,150.24,2.13,-5.17,0.2,0.08,inf,inf,,1.98,0.42,-2.43,0.0,,0.0,-0.0,-0.76,0
2810,[111110],호전실업,12,2016,208.84,193.95,38.21,61.79,61.84,1.59,40.16,0.0,0.0,16.62,7.03,0.7,0.95,33.21,2.83,43.25,inf,1055.79,325.33,1.69,0
2811,[060560],홈센타홀딩스,12,2016,32.72,27.81,37.77,62.23,60.7,0.17,-18.21,0.1,0.07,inf,inf,,92.54,50.77,6.06,0.0,,0.0,-0.0,2.68,0
2812,[064240],홈캐스트,12,2016,305.79,272.2,20.93,79.07,26.48,126.72,42.54,3.33,2.68,,,,21.19,17.03,,0.0,,0.0,0.0,31.09,0
2813,[002460],화성산업,12,2016,255.93,173.53,37.99,62.01,61.27,76.24,35.15,2.81,1.72,13.01,8.87,2.96,6.46,9.3,38.16,25.28,inf,142.73,197.26,19.6,0
2814,[013520],화승알앤에이,12,2016,56.94,49.27,59.75,40.25,148.44,1.0,-21.88,4.69,1.83,17.47,2.27,11.72,11.63,19.96,5.21,24.04,inf,639.07,-280.45,10.45,0
2815,[241590],화승엔터프라이즈,12,2016,11320.27,11320.27,0.66,99.34,0.67,9334.14,36.01,6.83,6.8,,inf,,210.4,208.35,,0.0,,,0.0,146.44,0
2816,[006060],화승인더스트리,12,2016,83.97,74.44,53.94,46.06,117.09,12.57,-7.24,14.69,6.21,,,,43.57,79.6,,0.0,,0.0,-0.0,3.97,0
2817,[010690],화신,12,2016,198.8,174.44,35.77,64.23,55.69,12.33,30.67,2.25,1.49,inf,inf,,5.46,-0.5,-0.22,0.0,,0.0,0.0,19.15,0
2818,[126640],화신정공,12,2016,156.38,137.02,30.0,70.0,42.85,25.19,15.97,1.18,0.86,4.12,2.17,-11.76,12.19,4.09,-8.01,46.13,inf,973.26,728.38,22.36,0
2819,[086250],화신테크,12,2016,150.23,150.19,50.15,49.85,100.58,18.39,14.78,-1.77,-0.91,9.05,-4.86,-32.36,-1.77,-6.73,-43.02,10.1,76.08,27372.47,232.26,-0.67,0
2820,[204630],화이브라더스,12,2016,1137.27,1088.2,22.75,77.25,29.45,418.55,66.63,-0.42,-0.33,23.84,-1.78,31.98,133.69,123.54,71.62,17.11,391.05,372.62,59.84,-15.59,1
2821,[133820],화인베스틸,12,2016,69.54,26.09,55.11,44.89,122.77,2.6,-16.52,0.19,0.08,9.78,2.55,-23.65,1.73,0.71,-2.16,18.16,inf,71.74,-297.27,9.13,0
2822,[061250],화일약품,12,2016,397.12,267.73,22.36,77.64,28.8,43.32,44.28,1.61,1.19,inf,inf,,-8.31,0.93,50.37,0.0,,0.0,0.0,33.32,0
2823,[010660],화천기계,12,2016,227.16,179.66,24.0,76.0,31.58,50.01,29.42,0.0,0.0,,,,1.11,-2.75,,0.0,,0.0,0.0,66.2,0
2824,[000850],화천기공,12,2016,418.01,345.6,20.39,79.61,25.62,15.55,34.59,0.0,0.0,13.41,3.41,-14.14,2.12,3.79,-23.21,12.94,inf,147.96,103.28,27.28,0
2825,[016580],환인제약,12,2016,813.29,721.14,9.58,90.42,10.59,287.38,58.9,1.92,1.71,49.03,15.3,-2.77,3.57,6.55,-4.49,14.77,inf,181.14,67.41,85.04,0
2826,[032560],황금에스티,12,2016,227.33,137.86,29.26,70.74,41.37,35.44,22.23,0.0,0.0,12.43,6.67,-9.44,-0.26,7.12,40.03,12.04,inf,72.46,187.17,30.82,0
2827,[004800],효성,12,2016,57.25,36.84,55.51,44.49,124.75,1.41,-16.06,0.0,0.0,inf,inf,,-0.85,14.27,14.96,0.0,,0.0,-0.0,28.02,0
2828,[094280],효성 ITX,12,2016,82.28,74.88,57.99,42.01,138.01,11.83,-9.0,3.29,1.37,inf,inf,,0.94,3.14,7.0,0.0,0.0,0.0,-0.0,17.75,0
2829,[097870],효성오앤비,6,2016,384.77,278.11,15.97,84.03,19.0,150.15,41.68,2.1,1.72,38.22,15.68,-0.99,0.67,6.08,-11.2,14.0,inf,85.76,92.38,70.46,0
2830,[093370],후성,12,2016,156.18,113.26,43.36,56.64,76.55,27.77,10.04,13.64,6.51,29.92,18.32,23.8,16.31,76.47,59.46,18.48,116.55,210.03,596.87,23.8,0
2831,[005870],휴니드테크놀러지스,12,2016,156.77,107.24,41.71,58.29,71.55,52.69,17.53,5.05,2.69,inf,inf,,3.12,25.33,189.54,0.0,0.0,0.0,0.0,34.1,0
2832,[115160],휴맥스,12,2016,185.37,155.45,43.92,56.08,78.32,19.69,32.23,-1.35,-0.81,15.78,-1.48,-11.71,4.29,-7.85,-23.35,29.7,inf,229.45,223.28,-2.64,0
2833,[028080],휴맥스홀딩스,12,2016,13.29,13.29,11.68,88.32,13.23,6.66,-9.1,-1.09,-0.99,,inf,,-1.8,-6.67,,0.0,,,-0.0,-1.28,0
2834,[200670],휴메딕스,12,2016,977.89,936.35,13.15,86.85,15.14,704.3,52.06,2.25,2.04,inf,inf,,13.85,4.37,-0.44,0.0,,0.0,0.0,42.16,0
2835,[079980],휴비스,12,2016,80.7,47.96,53.55,46.45,115.31,5.09,-7.71,0.74,0.36,inf,inf,,10.6,1.3,-15.62,0.0,,0.0,-0.0,8.0,0
2836,[065510],휴비츠,12,2016,127.38,90.31,43.5,56.5,76.99,26.56,5.85,0.0,0.0,39.62,18.95,3.07,19.48,13.35,13.85,13.36,inf,154.28,360.36,22.77,0
2837,[005010],휴스틸,12,2016,149.19,108.43,32.34,67.66,47.81,36.84,13.77,0.14,0.1,9.3,0.21,8.59,16.1,-1.35,11.9,17.95,inf,154.39,346.69,-14.47,0
2838,[243070],휴온스,12,2016,148.26,110.38,45.41,54.59,83.17,15.96,21.66,,,53.23,13.57,,,,,,,,,39.04,0
2839,[084110],휴온스글로벌,12,2016,742.97,730.97,0.87,99.13,0.87,577.28,4.93,0.0,0.0,,inf,,44.4,100.39,,0.0,,0.0,0.0,163.97,0
2840,[145020],휴젤,12,2016,1050.42,985.37,4.82,95.18,5.07,601.23,42.54,3.3,3.12,inf,inf,,11.05,12.92,126.31,0.0,,0.0,0.0,156.01,0
2841,[024060],흥구석유,12,2016,411.65,341.54,12.59,87.41,14.4,40.08,14.15,0.79,0.69,5.33,0.67,-7.26,1.39,1.39,5.1,45.75,inf,1724.01,964.99,11.21,0
2842,[010240],흥국,12,2016,137.7,79.41,29.34,70.66,41.52,4.5,7.12,0.0,0.0,14.35,7.68,-5.86,-7.39,5.84,21.96,21.63,inf,210.56,1457.97,29.54,0
2843,[189980],흥국에프엔비,12,2016,195.74,92.85,18.03,81.97,21.99,24.02,13.26,1.13,0.94,inf,inf,,-11.73,-14.51,-11.83,0.0,,0.0,0.0,37.98,0
2844,[003280],흥아해운,12,2016,35.7,28.65,80.5,19.5,412.75,0.94,-17.38,-2.34,-0.47,2.95,0.15,-2.69,22.22,13.6,-39.33,22.76,inf,1323.98,-339.28,0.0,0
2845,[037440],희림,12,2016,127.49,127.49,65.44,34.56,189.33,19.71,17.6,1.31,0.45,14.54,4.12,2.93,0.88,2.97,-25.27,24.38,inf,inf,321.24,8.0,0
2846,[060310],3S,3,2017,104.12,92.59,45.44,54.56,83.29,12.57,1.15,-7.04,-4.06,inf,-inf,,-6.25,-15.83,-50.42,0.0,0.0,0.0,-0.0,-11.98,0
2847,[095570],AJ네트웍스,12,2017,40.27,37.75,69.95,30.05,232.81,7.19,-26.79,1.55,0.5,,inf,,20.88,3.84,,0.0,0.0,0.0,-0.0,-14.14,0
2848,[006840],AK홀딩스,12,2017,11.3,11.3,9.51,90.49,10.51,4.6,-8.41,0.89,0.81,,inf,,2.0,2.14,,0.0,,,-0.0,24.08,0
2849,[265520],AP시스템,12,2017,94.72,79.41,80.88,19.12,422.97,18.31,-3.86,,,inf,inf,,,,,,,,,14.72,0
2850,[211270],AP위성,12,2017,395.15,345.67,20.89,79.11,26.4,215.45,60.35,0.02,0.02,inf,inf,,20.61,1.7,-9.94,0.0,0.0,0.0,0.0,32.79,0
2851,[027410],BGF,12,2017,920.81,920.81,8.2,91.8,8.93,1.78,50.92,117.71,72.86,100.0,-28.88,213.95,-59.02,-24.22,213.95,0.12,inf,3.6,1.26,621.65,0
2852,[282330],BGF리테일,12,2017,79.08,64.93,70.66,29.34,240.85,3.08,-11.29,,,17.99,2.85,,,,,,,,,-2.39,0
2853,[001460],BYC,12,2017,93.15,93.15,45.52,54.48,83.57,0.0,-1.16,0.5,0.27,,,,2.24,1.75,,0.0,,,-0.0,7.05,0
2854,[032040],C&S자산관리,12,2017,102.93,102.93,86.28,13.72,629.0,9.12,1.97,-38.72,-9.77,inf,-inf,,-26.05,-69.93,-58.31,0.0,,,0.0,-11.38,1
2855,[001040],CJ,12,2017,42.53,42.53,4.71,95.29,4.95,26.33,-2.57,0.0,0.0,,,,0.57,0.64,,0.0,,,-0.0,44.59,0
2856,[079160],CJ CGV,12,2017,35.8,34.6,66.95,33.05,202.53,7.59,-19.78,-0.62,-0.21,inf,inf,,-2.68,-3.93,0.82,0.0,,0.0,-0.0,8.65,0
2857,[130960],CJ E&M,12,2017,121.38,121.32,45.19,54.81,82.45,3.27,5.04,0.43,0.25,inf,inf,,8.66,-0.33,19.48,0.0,,0.0,0.0,30.4,1
2858,[000120],CJ대한통운,12,2017,86.76,85.74,50.89,49.11,103.61,1.75,-3.06,0.22,0.11,,,,11.7,0.9,,0.0,,0.0,-0.0,11.36,0
2859,[011150],CJ씨푸드,12,2017,64.62,32.35,50.04,49.96,100.18,0.73,-16.02,1.99,0.96,20.13,3.98,-5.24,0.4,8.63,-6.39,34.3,inf,206.13,-592.37,25.96,0
2860,[035760],CJ오쇼핑,12,2017,92.76,80.09,30.15,69.85,43.16,9.88,-2.14,0.0,0.0,,inf,,3.39,17.51,,0.0,,0.0,-0.0,17.15,1
2861,[097950],CJ제일제당,12,2017,63.65,35.91,54.72,45.28,120.83,0.61,-9.88,1.85,0.84,inf,inf,,2.13,1.66,6.12,0.0,0.0,0.0,-0.0,9.87,0
2862,[051500],CJ프레시웨이,12,2017,100.7,78.78,77.75,22.25,349.4,9.8,0.36,0.0,0.0,15.97,2.17,3.17,3.69,-4.06,12.71,51.85,inf,367.51,6747.66,4.15,0
2863,[058820],CMG제약,12,2017,746.28,673.66,10.31,89.69,11.49,34.9,62.38,-0.05,-0.04,inf,inf,,1.6,0.03,35.56,0.0,0.0,0.0,0.0,23.5,0
2864,[023460],CNH,12,2017,128.42,128.42,25.38,74.62,34.01,12.49,6.86,0.34,0.24,,inf,,-3.03,3.93,,0.0,,,0.0,22.59,0
2865,[065770],CS,12,2017,150.96,140.48,62.24,37.76,164.81,18.72,30.81,1.32,0.49,17.63,4.35,-10.55,-8.59,-4.03,-0.37,20.6,inf,224.01,583.56,4.6,0
2866,[083660],CSA 코스믹,12,2017,289.92,225.76,21.93,78.07,28.1,24.34,41.66,-8.67,-6.63,inf,-inf,,-27.6,-24.87,-33.3,0.0,0.0,0.0,0.0,-129.87,0
2867,[000590],CS홀딩스,12,2017,5516.37,5516.37,4.55,95.45,4.77,1182.25,19.58,0.19,0.18,inf,inf,,0.27,0.32,45.33,0.0,,,0.0,13.65,0
2868,[012030],DB,12,2017,135.66,133.41,27.91,72.09,38.72,29.07,8.23,-0.13,-0.09,12.39,2.06,-2.58,-9.98,-7.95,-10.9,24.42,inf,1692.78,943.07,14.77,0
2869,[045890],DB라이텍,12,2017,137.74,101.28,57.8,42.2,136.98,9.19,13.55,-0.95,-0.43,21.46,-4.53,-2.16,3.34,-9.07,-19.46,14.57,inf,127.51,385.73,-0.77,1
2870,[000990],DB하이텍,12,2017,243.54,191.12,54.83,45.17,121.4,71.34,21.01,4.62,1.88,,,,-2.86,21.15,,0.0,,0.0,0.0,34.0,0
2871,[068790],DMS,12,2017,106.49,104.39,51.99,48.01,108.28,8.08,2.99,1.38,0.66,inf,inf,,2.62,5.4,20.23,0.0,0.0,0.0,0.0,4.16,0
2872,[004840],DRB동일,12,2017,96.85,82.3,22.72,77.28,29.4,18.08,-0.7,0.0,0.0,inf,inf,,-0.13,3.95,-15.12,0.0,,0.0,0.0,20.82,0
2873,[155660],DSR,12,2017,169.26,113.65,29.28,70.72,41.41,3.2,20.14,2.39,1.71,,,,10.82,8.13,,0.0,0.0,0.0,0.0,19.51,0
2874,[069730],DSR제강,12,2017,138.57,90.16,33.68,66.32,50.77,3.39,12.04,0.98,0.65,9.87,1.4,2.9,3.09,2.87,-21.05,22.98,inf,149.54,499.5,5.77,0
2875,[017940],E1,12,2017,110.03,82.88,54.73,45.27,120.87,11.76,3.43,1.27,0.56,7.17,2.22,13.48,-2.74,4.11,9.72,34.01,inf,416.15,1598.36,-8.49,0
2876,[037370],EG,12,2017,141.39,122.06,31.86,68.14,46.77,19.0,12.36,-0.65,-0.45,inf,inf,,-0.54,-3.49,-0.82,0.0,,0.0,0.0,4.26,0
2877,[007700],F&F,12,2017,243.32,143.34,26.11,73.89,35.34,29.88,37.35,7.17,5.31,inf,inf,,31.18,30.71,44.28,0.0,0.0,0.0,0.0,64.33,0
2878,[130500],GH신소재,12,2017,429.46,408.97,16.9,83.1,20.34,258.08,43.5,0.95,0.74,inf,inf,,26.46,48.08,-18.92,0.0,,0.0,0.0,39.53,0
2879,[114090],GKL,12,2017,333.95,332.59,27.31,72.69,37.56,73.99,54.19,3.83,2.75,inf,inf,,0.24,2.57,-20.15,0.0,0.0,0.0,0.0,39.25,0
2880,[078930],GS,12,2017,8.74,8.74,18.26,81.74,22.35,8.08,-3.63,1.91,1.57,,,,6.0,4.66,,0.0,0.0,,-0.0,37.32,0
2881,[083450],GST,12,2017,240.54,148.05,24.38,75.62,32.24,74.29,30.71,5.46,3.92,inf,inf,,13.42,26.69,76.44,0.0,,0.0,0.0,73.27,0
2882,[006360],GS건설,12,2017,109.11,99.24,73.6,26.4,278.79,28.42,5.57,-0.07,-0.02,,,,3.39,0.13,,0.0,,0.0,0.0,0.58,0
2883,[001250],GS글로벌,12,2017,111.8,91.83,67.2,32.8,204.85,6.47,6.9,0.56,0.19,,,,8.73,0.85,,0.0,0.0,0.0,0.0,6.53,0
2884,[007070],GS리테일,12,2017,47.63,31.95,47.18,52.82,89.33,5.32,-19.63,1.8,0.98,inf,inf,,11.36,3.46,10.36,0.0,,0.0,-0.0,20.16,0
2885,[078150],HB테크놀러지,12,2017,317.16,295.48,22.01,77.99,28.23,46.63,42.41,6.81,4.71,inf,inf,,-0.27,28.48,24.67,0.0,,0.0,0.0,113.16,0
2886,[036640],HRS,12,2017,736.26,570.8,21.57,78.43,27.51,222.95,48.3,0.0,0.0,21.55,11.0,17.09,5.33,6.85,27.81,15.76,inf,131.71,87.38,13.71,0
2887,[234080],JW생명과학,12,2017,69.22,55.0,50.0,50.0,100.0,0.27,-11.91,4.29,2.05,inf,inf,,1.88,12.43,9.8,0.0,,0.0,-0.0,23.85,0
2888,[067290],JW신약,12,2017,107.88,81.9,43.06,56.94,75.61,0.55,2.53,-1.21,-0.67,inf,-inf,,2.46,7.24,-19.05,0.0,0.0,0.0,0.0,1.28,0
2889,[001060],JW중외제약,12,2017,149.45,110.61,57.33,42.67,134.38,11.3,21.62,-0.13,-0.05,inf,inf,,-3.19,-2.19,8.82,0.0,0.0,0.0,0.0,9.23,0
2890,[096760],JW홀딩스,12,2017,22.32,22.32,55.22,44.78,123.31,2.43,-33.78,-1.5,-0.7,,inf,,4.01,-5.66,,0.0,,,-0.0,1.81,0
2891,[035900],JYP Ent.,12,2017,148.54,147.5,30.88,69.12,44.67,54.27,13.5,5.63,4.1,inf,inf,,46.13,29.3,53.13,0.0,0.0,0.0,0.0,71.32,0
2892,[024120],KB오토시스,12,2017,121.33,94.99,39.32,60.68,64.8,6.28,7.11,2.26,1.36,,,,4.2,5.56,,0.0,,0.0,0.0,21.4,0
2893,[021320],KCC건설,12,2017,156.99,127.55,64.08,35.92,178.38,54.61,26.3,1.73,0.61,9.6,5.42,18.35,4.36,9.06,38.26,35.97,inf,244.05,414.55,17.0,0
2894,[036670],KCI,12,2017,234.9,142.03,21.89,78.11,28.02,69.04,29.27,2.07,1.62,inf,inf,,3.88,4.27,-12.4,0.0,0.0,0.0,0.0,0.0,0
2895,[009440],KC그린홀딩스,12,2017,830.33,830.33,19.48,80.52,24.2,253.35,12.41,1.52,1.25,,inf,,9.36,4.41,,0.0,,,0.0,-11.97,0
2896,[119650],KC코트렐,12,2017,117.09,109.16,56.61,43.39,130.49,17.45,8.28,1.78,0.8,11.99,1.84,-12.0,15.7,8.36,-10.67,23.75,inf,905.18,664.22,4.75,0
2897,[151860],KG ETS,12,2017,89.65,79.8,28.66,71.34,40.17,17.61,-2.25,2.05,1.46,inf,inf,,5.8,6.3,33.38,0.0,0.0,0.0,-0.0,34.04,0
2898,[109070],KGP,12,2017,80.52,48.41,81.29,18.71,434.49,7.15,-14.51,-14.44,-3.02,-inf,-inf,,12.14,-10.2,-24.27,0.0,0.0,0.0,-0.0,-1.72,1
2899,[046440],KG모빌리언스,12,2017,184.49,184.49,45.91,54.09,84.89,16.04,37.46,0.0,0.0,45.8,21.11,-3.05,0.66,40.45,-1.99,8.73,inf,12425.45,56.46,-8.26,0
2900,[035600],KG이니시스,12,2017,73.9,73.9,65.77,34.23,192.12,40.64,-17.08,-5.83,-2.34,18.11,7.22,30.88,17.04,-14.82,17.03,27.09,inf,13521028.98,-449.8,71.09,0
2901,[001390],KG케미칼,12,2017,75.28,42.66,38.65,61.35,62.99,2.61,-8.83,0.8,0.49,18.33,2.08,1.51,11.85,10.78,-4.69,14.25,inf,121.4,-528.66,1.71,0
2902,[060720],KH바텍,12,2017,528.56,491.78,13.25,86.75,15.27,181.72,31.56,-4.07,-3.56,-inf,-inf,,-15.43,-16.75,1318.44,0.0,0.0,0.0,0.0,-54.02,0
2903,[001940],KISCO홀딩스,12,2017,48568.21,48568.21,0.07,99.93,0.07,4828.83,15.01,0.0,0.0,,inf,,1.57,1.64,,0.0,,,0.0,2897.17,0
2904,[058400],KNN,12,2017,332.65,332.55,8.36,91.64,9.12,51.47,15.65,1.29,1.17,35.09,13.4,3.09,2.19,3.9,16.24,7.82,inf,63654.07,135.08,41.46,0
2905,[083420],KPX그린케미칼,12,2017,98.49,75.1,43.8,56.2,77.94,21.3,-0.59,0.0,0.0,5.23,1.39,4.12,-5.38,-4.99,0.13,31.58,inf,397.4,-4791.51,15.97,1
2906,[025000],KPX케미칼,12,2017,379.31,287.04,17.17,82.83,20.73,36.29,47.51,0.0,0.0,11.06,4.14,5.88,3.19,3.52,-10.68,27.18,inf,179.54,150.35,40.4,0
2907,[092230],KPX홀딩스,12,2017,1788.94,1788.94,2.06,97.94,2.11,81.74,22.72,1.84,1.82,inf,inf,,7.92,6.46,49.31,0.0,,,0.0,211.21,0
2908,[000040],KR모터스,12,2017,14.85,3.32,59.37,40.63,146.1,2.34,-38.27,-9.93,-4.01,-50.04,-83.52,-74.27,-11.01,-9.97,-292.81,3.99,inf,61.04,-28.78,-13.82,0
2909,[044450],KSS해운,12,2017,49.06,44.85,74.85,25.15,297.58,34.94,-7.62,2.78,0.83,inf,inf,,39.7,-3.58,30.66,0.0,,0.0,-0.0,11.25,0
2910,[058850],KTcs,12,2017,224.95,195.27,29.71,70.29,42.27,61.12,36.01,1.4,0.98,,inf,,2.83,3.04,,0.0,0.0,0.0,0.0,20.76,0
2911,[093050],LF,12,2017,372.64,228.66,23.29,76.71,30.36,51.02,38.41,1.66,1.25,61.58,8.28,0.68,-0.42,3.46,2.46,23.73,inf,120.79,149.63,31.48,0
2912,[003550],LG,12,2017,257.19,257.19,4.95,95.05,5.21,127.75,4.77,2.83,2.71,,,,10.51,9.28,,0.0,,,0.0,100.61,0
2913,[034220],LG디스플레이,12,2017,113.34,90.59,45.57,54.43,83.74,7.66,3.88,3.41,1.88,inf,inf,,16.49,13.03,45.04,0.0,,0.0,0.0,36.89,0
2914,[051900],LG생활건강,12,2017,111.83,78.49,32.29,67.71,47.69,26.39,2.89,7.03,4.53,,,,12.79,25.8,,0.0,,0.0,0.0,59.38,0
2915,[032640],LG유플러스,12,2017,82.34,73.21,55.75,44.25,125.99,10.73,-5.39,2.81,1.19,,,,-0.34,8.83,,0.0,0.0,0.0,-0.0,34.23,0
2916,[011070],LG이노텍,12,2017,102.72,78.9,66.74,33.26,200.69,14.51,1.16,0.0,0.0,,,,34.04,12.88,,0.0,,0.0,0.0,13.54,0
2917,[066570],LG전자,12,2017,82.92,71.21,66.1,33.9,195.03,13.82,-6.96,2.07,0.69,,,,5.87,8.89,,0.0,,0.0,-0.0,3.72,0
2918,[051910],LG화학,12,2017,187.89,141.36,26.68,73.32,36.39,37.0,18.53,2.77,2.12,,,,26.06,15.06,,0.0,,0.0,0.0,50.67,0
2919,[079550],LIG넥스원,12,2017,102.4,94.01,69.9,30.1,232.27,7.8,1.36,-0.35,-0.11,inf,inf,,12.03,-4.38,-26.53,0.0,,0.0,-0.0,-2.54,0
2920,[006260],LS,12,2017,14.61,14.61,15.88,84.12,18.88,6.14,-7.0,0.0,0.0,,inf,,0.14,1.97,,0.0,,,-0.0,19.82,0
2921,[000680],LS네트웍스,12,2017,34.8,17.32,54.23,45.77,118.5,5.17,-30.58,0.44,0.2,inf,inf,,-2.39,1.77,-15.29,0.0,,0.0,-0.0,-0.48,0
2922,[023150],MH에탄올,12,2017,117.34,81.93,39.78,60.22,66.06,4.9,2.51,2.31,1.64,28.37,21.65,-1.28,49.17,2.28,-8.31,13.45,107.03,218.59,577.93,25.17,0
2923,[035420],NAVER,12,2017,207.59,207.32,26.36,73.64,35.8,36.14,25.51,6.39,4.62,,inf,,38.53,45.19,,0.0,0.0,0.0,0.0,64.72,0
2924,[160550],NEW,12,2017,178.89,178.86,42.55,0.0,inf,31.4,22.02,-inf,-0.46,inf,-inf,,2.33,,-60.64,0.0,,0.0,0.0,-24.04,0
2925,[053290],NE능률,12,2017,190.88,132.25,38.41,61.59,62.37,23.95,31.17,0.22,0.15,69.78,4.57,7.46,21.98,-2.15,11.49,17.56,inf,103.16,124.36,6.76,0
2926,[104200],NHN벅스,12,2017,243.51,243.15,27.88,72.12,38.66,23.54,37.27,-1.88,-1.38,,,,-4.48,-6.96,,0.0,0.0,0.0,0.0,-40.35,0
